customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00584,Female,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),52.84,635.92,No
CUST-00585,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,92.34,3884.13,No
CUST-00586,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.9,267.67,No
CUST-00587,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,88.85,800.54,No
CUST-00588,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.84,3946.32,Yes
CUST-00589,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),83.2,4574.89,No
CUST-00590,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.86,1217.94,No
CUST-00591,Male,0,No,Yes,70,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.0,3366.64,No
CUST-00592,Female,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.04,1358.13,No
CUST-00593,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,86.55,5800.51,No
CUST-00594,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),98.97,2177.0,Yes
CUST-00595,Female,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.43,3942.4,No
CUST-00596,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,98.55,4922.7,No
CUST-00597,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,99.69,No
CUST-00598,Male,1,Yes,Yes,8,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.18,444.16,No
CUST-00599,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.19,4611.32,No
CUST-00600,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.01,247.76,Yes
CUST-00601,Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),64.45,1999.53,Yes
CUST-00602,Female,1,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,106.34,1496.44,Yes
CUST-00603,Female,0,No,No,45,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.39,3382.95,No
CUST-00604,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.46,1311.17,No
CUST-00605,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,99.13,6437.62,No
CUST-00606,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.63,2026.11,Yes
CUST-00607,Male,0,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),74.95,3592.36,No
CUST-00608,Female,0,No,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,51.96,3469.42,No
CUST-00609,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.15,145.29,Yes
CUST-00610,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),84.41,5907.3,No
CUST-00611,Male,1,No,Yes,27,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,65.64,1779.79,No
CUST-00612,Female,0,No,No,20,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.41,1345.71,No
CUST-00613,Female,0,No,Yes,16,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),52.83,842.65,No
CUST-00614,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.49,1128.03,No
CUST-00615,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.25,1059.69,No
CUST-00616,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.91,2881.97,Yes
CUST-00617,Male,1,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.2,1504.49,No
CUST-00618,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.97,1246.57,No
CUST-00619,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),66.75,2142.6,No
CUST-00620,Male,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),84.62,5427.2,No
CUST-00621,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,110.01,7048.45,No
CUST-00622,Female,1,Yes,No,8,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),68.43,556.43,No
CUST-00623,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,89.59,4304.48,No
CUST-00624,Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.81,4422.46,No
CUST-00625,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,80.14,1363.23,No
CUST-00626,Female,1,No,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.34,3377.87,Yes
CUST-00627,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,93.02,2040.36,Yes
CUST-00628,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99.77,398.37,Yes
CUST-00629,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,66.07,72.98,No
CUST-00630,Male,1,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.84,3467.55,Yes
CUST-00631,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.89,4081.27,No
CUST-00632,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),68.66,3787.81,No
CUST-00633,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.98,196.74,No
CUST-00634,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.76,968.88,No
CUST-00635,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.16,3332.67,Yes
CUST-00636,Female,0,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.23,471.14,No
CUST-00637,Male,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,94.61,2846.42,Yes
CUST-00638,Male,0,No,Yes,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,59.32,3427.82,No
CUST-00639,Female,1,No,No,7,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.17,551.8,Yes
CUST-00640,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.57,3477.0,Yes
CUST-00641,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,72.42,3781.14,No
CUST-00642,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.71,50.33,No
CUST-00643,Female,0,Yes,No,58,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.76,2893.34,No
CUST-00644,Male,1,Yes,No,66,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,51.46,3390.86,No
CUST-00645,Female,0,No,No,46,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.81,3572.24,No
CUST-00646,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.88,3773.9,No
CUST-00647,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.62,2216.54,No
CUST-00648,Male,0,No,No,70,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),52.4,3674.26,No
CUST-00649,Female,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.23,2806.19,No
CUST-00650,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,403.23,Yes
CUST-00651,Male,1,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,96.35,4236.11,No
CUST-00652,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.03,153.88,Yes
CUST-00653,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),80.35,1918.07,No
CUST-00654,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),78.43,158.68,No
CUST-00655,Female,1,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,96.63,6277.55,No
CUST-00656,Male,0,No,No,16,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.48,797.11,Yes
CUST-00657,Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),73.47,2055.46,No
CUST-00658,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,59.62,2981.98,No
CUST-00659,Female,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),79.95,5042.83,No
CUST-00660,Female,0,No,No,34,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),54.69,1848.1,No
CUST-00661,Female,1,No,No,5,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.3,359.72,No
CUST-00662,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.62,718.9,Yes
CUST-00663,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),81.4,4058.51,Yes
CUST-00664,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,87.19,411.61,No
CUST-00665,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,81.4,5627.38,No
CUST-00666,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.62,19.12,Yes
CUST-00667,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.0,897.65,No
CUST-00668,Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.71,237.9,Yes
CUST-00669,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.04,1197.94,No
CUST-00670,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),82.94,5127.5,No
CUST-00671,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,82.31,172.26,Yes
CUST-00672,Female,1,No,No,44,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.38,2391.24,No
CUST-00673,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.31,988.29,Yes
CUST-00674,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.32,175.53,Yes
CUST-00675,Female,0,No,No,26,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.5,1722.16,No
CUST-00676,Male,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.09,744.19,No
CUST-00677,Female,0,No,Yes,68,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,58.41,3988.6,No
CUST-00678,Female,0,No,No,20,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),81.29,1625.92,No
CUST-00679,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.54,2250.57,Yes
CUST-00680,Female,0,No,No,62,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.6,2961.42,Yes
CUST-00681,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),82.94,327.02,Yes
CUST-00682,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.88,334.65,No
CUST-00683,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.07,1159.82,No
CUST-00684,Female,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.53,203.6,No
CUST-00685,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,81.19,1622.11,No
CUST-00686,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.45,1103.28,No
CUST-00687,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,61.6,2151.15,No
CUST-00688,Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.62,3335.42,Yes
CUST-00689,Male,0,Yes,No,69,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.12,4690.96,No
CUST-00690,Female,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,90.3,336.41,Yes
CUST-00691,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,54.91,711.1,No
CUST-00692,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1390.13,No
CUST-00693,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),85.4,1458.77,No
CUST-00694,Female,0,No,No,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.62,2719.27,Yes
CUST-00695,Female,1,No,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,84.03,5379.57,No
CUST-00696,Female,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,58.96,1466.81,No
CUST-00697,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,79.75,2400.69,No
CUST-00698,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.96,2350.86,No
CUST-00699,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.68,115.38,Yes
CUST-00700,Male,0,No,No,8,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),81.53,650.15,No
CUST-00701,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),56.32,1171.3,No
CUST-00702,Female,1,No,No,8,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,79.38,641.44,No
CUST-00703,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.01,1034.24,Yes
CUST-00704,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.0,1759.29,No
CUST-00705,Male,1,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),101.42,4364.95,No
CUST-00706,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),75.73,5312.05,No
CUST-00707,Female,1,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),79.59,388.72,No
CUST-00708,Female,1,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.62,4245.05,Yes
CUST-00709,Female,0,No,Yes,67,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.34,4581.17,No
CUST-00710,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.22,214.31,No
CUST-00711,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,89.58,4737.02,No
CUST-00712,Female,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,103.11,1026.06,Yes
CUST-00713,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.87,3718.49,No
CUST-00714,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.35,925.43,No
CUST-00715,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,89.43,2509.81,Yes
CUST-00716,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72.03,421.81,Yes
CUST-00717,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),95.5,6212.32,No
CUST-00718,Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.39,237.7,Yes
CUST-00719,Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.4,5225.12,No
CUST-00720,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.25,86.89,No
CUST-00721,Female,1,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),90.39,6054.94,No
CUST-00722,Male,0,Yes,No,62,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.36,4165.82,No
CUST-00723,Female,0,No,No,46,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,68.07,3136.82,No
CUST-00724,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,61.28,1598.95,No
CUST-00725,Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,64.51,3925.44,No
CUST-00726,Male,0,No,No,38,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.0,1831.7,No
CUST-00727,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.04,660.89,No
CUST-00728,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.95,6389.85,No
CUST-00729,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.21,212.34,No
CUST-00730,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,66.22,649.79,No
CUST-00731,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),85.55,5903.51,No
CUST-00732,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,108.2,860.17,Yes
CUST-00733,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.45,3976.86,No
CUST-00734,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),85.83,5062.33,No
CUST-00735,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.18,6645.9,Yes
CUST-00736,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.02,778.04,No
CUST-00737,Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.11,485.43,No
CUST-00738,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,101.66,2435.9,Yes
CUST-00739,Male,1,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.33,124.55,No
CUST-00740,Female,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.5,1881.23,No
CUST-00741,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.21,209.68,No
CUST-00742,Female,0,Yes,No,60,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.98,4082.82,Yes
CUST-00743,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.18,438.67,Yes
CUST-00744,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),66.22,3383.59,No
CUST-00745,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.98,285.12,Yes
CUST-00746,Female,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,83.78,3181.44,No
CUST-00747,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.9,529.21,No
CUST-00748,Male,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,5083.71,Yes
CUST-00749,Male,0,No,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.78,629.0,Yes
CUST-00750,Female,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),80.12,2725.36,No
CUST-00751,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),52.21,1287.86,No
CUST-00752,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.79,119.26,No
CUST-00753,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.68,3450.59,Yes
CUST-00754,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.64,4125.21,Yes
CUST-00755,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1307.52,No
CUST-00756,Female,1,Yes,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,71.82,219.08,No
CUST-00757,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,69.34,Yes
CUST-00758,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,85.72,5744.38,Yes
CUST-00759,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.03,1382.6,No
CUST-00760,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.75,3716.37,No
CUST-00761,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,76.16,3046.17,No
CUST-00762,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.25,608.32,No
