gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,ChargePerTenure,NumServices,HighValue,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup_1-2yr,TenureGroup_2-4yr,TenureGroup_4+yr
0,1,0,0,10,1,0,30.8,318.28,1,2.8,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,0,1,1,0,1,22.86,30.68,1,11.43,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,0,53,1,1,67.56,3565.85,1,1.25,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,0,61,1,1,54.27,3325.15,1,0.88,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,1,49,0,1,82.32,4035.94,0,1.65,2,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,1,0,0,48,1,0,81.59,3914.58,1,1.67,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
0,0,0,0,2,1,1,30.56,70.39,1,10.19,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
1,0,0,0,16,1,1,94.67,1517.92,1,5.57,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1,0,0,0,57,1,0,85.9,4882.76,0,1.48,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,5,1,0,75.4,394.86,1,12.57,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1,0,53,1,1,80.2,4255.01,1,1.49,3,0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,0,14,1,1,32.67,457.95,1,2.18,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,14,1,1,89.1,1258.84,1,5.94,2,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,1,0,0,65,1,1,84.32,5482.35,0,1.28,1,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,0,0,6,0,0,23.71,150.56,0,3.39,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,0,1,0,38,1,1,55.4,2114.45,0,1.42,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,0,62,0,0,47.6,2961.42,1,0.76,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,45,0,0,96.73,4361.89,1,2.1,4,1,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0,7,1,1,70.91,498.56,1,8.86,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,5,1,0,105.5,518.65,1,17.58,4,1,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,0,52,0,1,83.12,4328.24,1,1.57,2,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,0,1,0,59,1,1,19.14,1130.8,0,0.32,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,1,1,8,1,0,86.03,675.67,0,9.56,4,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,1,3,1,1,78.45,233.06,1,19.61,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,37,1,1,99.29,3660.96,1,2.61,4,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,0,63,1,1,69.99,4404.7,1,1.09,3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
0,0,0,0,47,1,1,81.79,3839.31,1,1.7,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,1,1,1,79.95,98.19,1,39.98,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,14,1,1,32.67,457.95,1,2.18,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,9,1,1,68.37,631.8,1,6.84,3,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,1,0,0,23,1,0,78.68,1810.06,1,3.28,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,0,6,1,1,78.96,479.7,0,11.28,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,1,1,42,1,0,77.25,3244.61,1,1.8,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,63,1,1,74.99,4720.45,0,1.17,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0,0,1,43,1,0,78.28,3355.93,0,1.78,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,0,1,0,1,1,1,67.88,55.43,1,33.94,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0,0,0,2,1,0,83.58,158.89,1,27.86,1,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,9,1,0,22.35,197.41,1,2.24,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,0,6,1,0,88.03,524.53,1,12.58,1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,1,1,0,45,1,0,90.42,4065.56,1,1.97,2,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1,0,1,0,5,1,1,19.06,85.0,0,3.18,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,1,0,4,1,1,79.03,307.2,0,15.81,4,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,0,23,1,1,66.61,1542.3,1,2.78,2,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
1,0,0,0,59,1,1,30.65,1804.88,0,0.51,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
1,0,1,0,2,1,1,91.27,185.99,0,30.42,3,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0,0,0,1,68,1,0,91.72,6241.39,1,1.33,2,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,18,1,1,82.14,1467.38,0,4.32,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0,0,1,0,9,1,0,19.31,176.17,0,1.93,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
1,0,0,0,32,1,0,76.34,2449.83,1,2.31,4,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False
1,0,0,0,9,1,1,55.04,521.12,1,5.5,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1,1,1,1,59,1,1,32.68,1944.33,0,0.54,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,1,0,37,1,0,75.94,2810.81,1,2.0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,3,1,1,103.54,320.22,1,25.88,3,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,1,59,1,1,31.04,1822.44,0,0.52,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,0,0,32,1,1,74.85,2396.37,0,2.27,3,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
0,0,1,1,57,1,1,78.35,4468.2,1,1.35,2,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
0,0,1,0,47,1,0,58.24,2749.92,0,1.21,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,1,0,67,1,0,78.03,5225.82,1,1.15,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0,61,1,1,34.61,2101.07,1,0.56,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,1,0,59,1,0,84.28,4963.14,0,1.4,2,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
1,0,1,0,33,1,0,101.41,3339.82,1,2.98,3,1,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,39,1,1,78.55,3077.02,0,1.96,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0,0,14,1,0,25.23,343.83,1,1.68,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
1,1,1,1,53,1,1,116.02,6138.69,0,2.15,5,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True
1,1,1,0,9,1,0,80.12,715.8,1,8.01,2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0,0,1,0,50,1,1,73.05,3651.48,0,1.43,3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,False,True
1,0,1,0,26,1,0,89.19,2309.91,1,3.3,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,0,0,0,9,1,1,98.42,870.85,1,9.84,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0,0,0,43,1,0,63.74,2738.23,0,1.45,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,1,0,23,1,1,63.77,1463.56,1,2.66,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,4,1,1,28.46,121.3,0,5.69,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,43,1,1,78.94,3395.4,1,1.79,4,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,0,1,0,37,1,1,70.52,2612.83,1,1.86,3,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,63,1,0,89.45,5632.49,1,1.4,3,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,1,0,1,40,1,1,95.19,3813.13,0,2.32,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,1,0,34,1,1,56.12,1912.3,1,1.6,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,0,0,47,1,1,50.33,2368.85,0,1.05,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,70,1,1,75.73,5312.05,0,1.07,3,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
0,0,0,0,6,1,1,18.84,105.95,1,2.69,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
0,0,0,1,9,1,1,68.37,631.8,1,6.84,3,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,1,0,1,11,1,0,56.02,614.32,0,4.67,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0,0,1,2,1,0,54.54,107.64,0,18.18,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0,1,0,8,1,1,71.37,572.27,0,7.93,3,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,0,1,0,66,1,0,53.8,3548.59,1,0.8,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,0,27,1,1,61.55,1660.43,0,2.2,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
0,0,1,1,3,0,1,72.01,211.37,1,18.0,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
0,0,1,0,28,1,1,100.53,2831.13,1,3.47,3,1,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
1,0,1,0,7,1,0,78.46,572.43,1,9.81,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,1,0,0,55,1,1,31.39,1723.42,0,0.56,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,0,0,63,1,1,28.05,1779.03,1,0.44,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
1,0,1,0,3,1,0,89.99,269.05,1,22.5,3,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,1,51,1,1,18.25,929.99,0,0.35,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,1,1,9,1,1,22.28,193.92,1,2.23,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
1,0,0,1,7,1,0,85.0,616.33,1,10.62,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,1,41,1,1,80.95,3311.09,0,1.93,3,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
0,0,1,0,5,1,1,61.38,296.21,1,10.23,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,1,0,1,69,1,0,29.61,2032.35,0,0.42,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0,0,23,1,1,54.79,1267.01,0,2.28,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1,0,1,10,1,0,81.57,822.57,0,7.42,4,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,1,1,1,49,1,0,105.09,5157.19,0,2.1,4,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0,0,1,0,5,1,1,93.84,461.04,1,15.64,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,0,0,0,8,1,1,84.23,691.87,1,9.36,4,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,0,1,0,32,1,0,72.85,2322.68,1,2.21,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,1,1,68,1,1,49.94,3384.66,0,0.72,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
1,0,1,1,50,1,0,60.66,3042.58,0,1.19,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
1,0,0,1,27,0,1,56.37,1530.58,0,2.01,2,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,1,3,0,1,72.01,211.37,1,18.0,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
1,0,0,1,33,1,0,84.01,2773.23,0,2.47,2,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
1,0,0,1,65,1,1,73.87,4820.18,0,1.12,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0,0,0,0,40,1,1,86.05,3432.28,1,2.1,2,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,1,0,8,1,1,22.57,177.69,1,2.51,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,49,1,1,89.52,4382.37,0,1.79,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,0,1,0,13,1,1,21.47,274.28,1,1.53,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
0,0,1,0,40,1,1,19.67,802.47,1,0.48,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False
0,0,0,0,50,1,1,83.83,4188.59,0,1.64,2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,0,0,1,1,0,82.27,95.72,1,41.14,4,0,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False
0,0,0,0,66,1,1,59.27,3906.49,0,0.88,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,2,1,1,82.93,165.87,1,27.64,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,23,1,0,29.89,666.75,0,1.25,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,2,1,0,76.22,146.15,0,25.41,3,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
1,1,0,1,46,1,0,30.41,1405.77,0,0.65,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,0,1,0,39,1,0,107.19,4182.08,0,2.68,4,1,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,52,1,0,90.15,4690.91,1,1.7,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,0,1,1,35,1,1,79.94,2803.57,1,2.22,0,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,30,1,1,59.14,1786.61,1,1.91,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1,0,0,0,3,1,1,21.66,75.04,1,5.42,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,1,0,61,1,1,96.32,5884.35,0,1.55,3,1,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0,0,1,1,11,1,1,44.95,498.52,0,3.75,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,26,1,1,78.97,2048.18,0,2.92,4,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,1,0,0,14,0,1,19.95,278.72,1,1.33,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
1,1,1,0,67,1,0,22.97,1549.17,0,0.34,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0,0,58,1,1,93.94,5455.89,1,1.59,4,1,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1,1,1,0,67,1,1,78.05,5227.33,1,1.15,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,0,1,0,67,1,1,25.33,1699.79,0,0.37,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
0,1,0,0,7,1,0,67.25,456.95,1,8.41,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,0,5,1,1,63.21,303.8,0,10.54,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,0,0,0,47,0,0,71.69,3367.38,1,1.49,4,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1,0,1,0,8,1,1,89.63,725.73,1,9.96,2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0,0,0,7,1,0,98.25,691.91,1,12.28,2,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0,0,0,42,1,0,93.12,3890.52,0,2.17,4,1,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False
0,0,1,0,30,1,1,23.42,707.57,0,0.76,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
1,0,0,1,5,1,1,30.08,145.29,1,5.01,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,11,1,1,61.21,681.3,1,5.1,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,38,1,0,84.23,3212.66,1,2.16,3,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0,0,1,0,65,1,1,22.47,1457.3,1,0.34,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,1,0,43,1,1,59.54,2576.89,0,1.35,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,0,69,0,1,23.12,1598.54,0,0.33,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0,1,1,10,1,0,77.22,780.81,0,7.02,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,28,0,0,20.49,573.03,0,0.71,0,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
0,0,1,1,42,1,0,85.1,3556.39,1,1.98,1,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,1,1,1,49.89,49.07,0,24.94,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1,21,1,1,25.56,537.8,0,1.16,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
1,0,0,0,34,1,1,91.38,3093.17,1,2.61,3,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0,0,1,1,10,1,1,90.91,908.93,1,8.26,2,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,10,1,0,73.76,750.43,0,6.71,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,0,0,1,44,0,1,52.34,2319.13,0,1.16,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,0,1,8,1,1,60.42,491.25,0,6.71,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0,1,15,1,1,31.35,479.51,0,1.96,0,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False
0,0,0,1,48,1,1,73.08,3507.62,0,1.49,2,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0,0,0,66,1,1,47.92,3160.55,0,0.72,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,6,1,1,59.45,364.29,0,8.49,3,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1,0,1,0,37,1,1,58.79,2157.03,0,1.55,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1,0,0,0,21,1,1,79.49,1668.01,1,3.61,3,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
1,0,1,0,53,1,1,69.75,3716.37,0,1.29,4,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
1,0,0,0,4,1,1,18.25,52.22,0,3.65,0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
0,0,1,1,55,1,1,74.91,4120.09,0,1.34,4,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1,1,0,0,29,1,0,104.18,3026.84,1,3.47,3,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,0,0,14,1,1,51.92,744.09,0,3.46,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,0,0,68,1,0,60.86,4140.25,0,0.88,3,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
